Numéro,titre,type,Date,statut,VISA
3882,2012-293/294/295/296,Validation législative et rémunération pour copie privée III,08 février 2013,Non lieu à statuer,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3883,2012-293/294/295/296,Validation législative et rémunération pour copie privée III,08 février 2013,Non lieu à statuer,Vu la loi n° 2011-1898 du 20 décembre 2011 relative à la rémunération pour copie privée
3885,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu la Constitution
3886,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3887,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu le code des douanes
3888,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu le code général des impôts
3889,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu le code de la santé publique
3890,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu la loi n° 2008-1425 du 27 décembre 2008 de finances pour 2009
3891,2012-290/291,Droit de consommation du tabac dans les DOM,25 janvier 2013,Conformité,Vu la loi n° 2010-1658 du 29 décembre 2010 de finances rectificative pour 2010
3892,2012-289,Discipline des médecins,17 janvier 2013,Conformité,Vu la Constitution
3893,2012-289,Discipline des médecins,17 janvier 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3894,2012-289,Discipline des médecins,17 janvier 2013,Conformité,Vu le code de la sécurité sociale
3895,2012-289,Discipline des médecins,17 janvier 2013,Conformité,Vu le code de la santé publique
3896,2012-288,Qualité pour agir en nullité d'un acte pour insanité d'esprit,17 janvier 2013,Conformité,Vu la Constitution
3897,2012-288,Qualité pour agir en nullité d'un acte pour insanité d'esprit,17 janvier 2013,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3898,2012-288,Qualité pour agir en nullité d'un acte pour insanité d'esprit,17 janvier 2013,Conformité,Vu le code civil
3899,2012-287,SFR,15 janvier 2013,Non conformité totale,Vu la Constitution
3900,2012-287,SFR,15 janvier 2013,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3901,2012-287,SFR,15 janvier 2013,Non conformité totale,Vu le code de la propriété intellectuelle
3902,2012-287,SFR,15 janvier 2013,Non conformité totale,Vu la loi n° 2011-1898 du 20 décembre 2011 relative à la rémunération pour copie privée
3904,2012-287,SFR,15 janvier 2013,Non conformité totale,Vu la décision du Conseil constitutionnel n° 2012-263 QPC du 20 juillet 2012
3905,2012-284R,Demande de rectification d'erreur matérielle,27 décembre 2012,Rejet,Vu la Constitution
3906,2012-284R,Demande de rectification d'erreur matérielle,27 décembre 2012,Rejet,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3907,2012-286,Saisine d'office du tribunal pour l'ouverture de la procédure de redressement judiciaire,07 décembre 2012,Non conformité totale,Vu la Constitution
3908,2012-286,Saisine d'office du tribunal pour l'ouverture de la procédure de redressement judiciaire,07 décembre 2012,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3909,2012-286,Saisine d'office du tribunal pour l'ouverture de la procédure de redressement judiciaire,07 décembre 2012,Non conformité totale,Vu le code de commerce
3910,2012-285,Obligation d'affiliation à une corporation d'artisans en Alsace-Moselle,30 novembre 2012,Non conformité totale,Vu la Constitution
3911,2012-285,Obligation d'affiliation à une corporation d'artisans en Alsace-Moselle,30 novembre 2012,Non conformité totale,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3915,2012-284,Droit des parties non assistées par un avocat et expertise pénale,23 novembre 2012,Non conformité partielle,Vu la Constitution
3916,2012-284,Droit des parties non assistées par un avocat et expertise pénale,23 novembre 2012,Non conformité partielle,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3917,2012-284,Droit des parties non assistées par un avocat et expertise pénale,23 novembre 2012,Non conformité partielle,Vu le code de procédure pénale
3918,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu la Constitution
3919,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3920,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu le code de l'environnement
3921,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu l'ordonnance n° 2000-914 du 18 septembre 2000 relative à la partie législative du code de l'environnement
3922,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu la loi n° 2003-591 du 2 juillet 2003 habilitant le Gouvernement à simplifier le droit
3923,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu l'ordonnance n° 2004-637 du 1er juillet 2004 relative à la simplification de la composition et du fonctionnement des commissions administratives et à la réduction de leur nombre
3924,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu la loi n° 2004-1343 du 9 décembre 2004 de simplification du droit
3925,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu l'ordonnance n° 2005-727 du 30 juin 2005 portant diverses dispositions relatives à la simplification des commissions administratives
3926,2012-283,Classement et déclassement de sites,23 novembre 2012,Non conformité partielle - effet différé,Vu la loi n° 2005-843 du 26 juillet 2005 portant diverses mesures de transposition du droit communautaire à la fonction publique
3927,2012-282,Autorisation d'installation de bâches publicitaires et autres dispositifs de publicité,23 novembre 2012,Non conformité partielle - effet différé - réserve,Vu la Constitution
3928,2012-282,Autorisation d'installation de bâches publicitaires et autres dispositifs de publicité,23 novembre 2012,Non conformité partielle - effet différé - réserve,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3929,2012-282,Autorisation d'installation de bâches publicitaires et autres dispositifs de publicité,23 novembre 2012,Non conformité partielle - effet différé - réserve,Vu le code de l'environnement
3930,2012-282,Autorisation d'installation de bâches publicitaires et autres dispositifs de publicité,23 novembre 2012,Non conformité partielle - effet différé - réserve,Vu la loi n° 2010-788 du 12 juillet 2010 portant engagement national pour l'environnement
3931,2012-282,Autorisation d'installation de bâches publicitaires et autres dispositifs de publicité,23 novembre 2012,Non conformité partielle - effet différé - réserve,Vu la loi n° 2012-387 du 22 mars 2012 relative à la simplification du droit et à l'allégement des démarches administratives
3932,2012-281,Maintien de corps de fonctionnaires dans l'entreprise France Télécom,12 octobre 2012,Conformité,Vu la Constitution
3933,2012-281,Maintien de corps de fonctionnaires dans l'entreprise France Télécom,12 octobre 2012,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3934,2012-281,Maintien de corps de fonctionnaires dans l'entreprise France Télécom,12 octobre 2012,Conformité,Vu la loi n° 83-634 du 13 juillet 1983 portant droits et obligations des fonctionnaires
3935,2012-281,Maintien de corps de fonctionnaires dans l'entreprise France Télécom,12 octobre 2012,Conformité,Vu la loi n° 84-16 du 11 janvier 1984 portant dispositions statutaires relatives à la fonction publique de l'État
3936,2012-281,Maintien de corps de fonctionnaires dans l'entreprise France Télécom,12 octobre 2012,Conformité,Vu la loi n° 90-568 du 2 juillet 1990 relative à l'organisation du service public de la poste et à France Télécom
3937,2012-281,Maintien de corps de fonctionnaires dans l'entreprise France Télécom,12 octobre 2012,Conformité,Vu la loi n° 2003-1365 du 31 décembre 2003 relative aux obligations de service public des télécommunications et à France Télécom
3938,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu la Constitution
3939,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3940,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu le code de commerce
3941,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu la loi n° 2008-776 du 4 août 2008 de modernisation de l'économie
3942,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu l'ordonnance n° 2008-1161 du 13 novembre 2008 portant modernisation de la régulation de la concurrence
3943,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu la loi n° 2009-526 du 12 mai 2009 de simplification et de clarification du droit et d'allègement des procédures
3944,2012-280,Autorité de la concurrence : organisation et pouvoir de sanction,12 octobre 2012,Conformité,Vu la loi n° 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution
3945,2012-279,Régime de circulation des gens du voyage,05 octobre 2012,Non conformité partielle,Vu la Constitution
3946,2012-279,Régime de circulation des gens du voyage,05 octobre 2012,Non conformité partielle,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3947,2012-279,Régime de circulation des gens du voyage,05 octobre 2012,Non conformité partielle,Vu la loi n° 69-3 du 3 janvier 1969 relative à l'exercice des activités ambulantes et au régime applicable aux personnes circulant en France sans domicile ni résidence fixe
3948,2012-278,Condition de bonne moralité pour devenir magistrat,05 octobre 2012,Conformité,Vu la Constitution
3949,2012-278,Condition de bonne moralité pour devenir magistrat,05 octobre 2012,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
3950,2012-278,Condition de bonne moralité pour devenir magistrat,05 octobre 2012,Conformité,Vu l'ordonnance organique n° 58-1270 du 22 décembre 1958 portant loi organique relative au statut de la magistrature
3951,2012-277,Rémunération du transfert de matériels roulants de la Société du Grand Paris au Syndicat des transports d'Île-de-France,05 octobre 2012,Conformité,Vu la Constitution
3952,2012-277,Rémunération du transfert de matériels roulants de la Société du Grand Paris au Syndicat des transports d'Île-de-France,05 octobre 2012,Conformité,Vu l'ordonnance n° 58-1067 du 7 novembre 1958 modifiée portant loi organique sur le Conseil constitutionnel
